product_id,date,competitor_a_price,competitor_b_price,competitor_c_price,competitor_avg_price
P0005,2025-04-02,13796.19,13566.72,13106.89,13489.93
P0005,2025-04-09,11319.33,13163.86,13280.54,12587.91
P0005,2025-04-16,11389.16,12117.09,12559.45,12021.9
P0005,2025-04-23,11386.04,13698.69,13971.72,13018.82
P0005,2025-04-30,12526.56,14027.7,13542.68,13365.65
P0005,2025-05-07,11455.06,12154.13,13067.18,12225.46
P0005,2025-05-14,11859.5,12371.56,13612.21,12614.42
P0005,2025-05-21,13493.74,12348.26,12995.64,12945.88
P0005,2025-05-28,13743.06,12138.88,13657.0,13179.65
P0005,2025-06-04,13022.03,13996.26,12262.3,13093.53
P0005,2025-06-11,13466.95,12119.55,12166.22,12584.24
P0005,2025-06-18,11771.21,12988.85,12200.33,12320.13
P0005,2025-06-25,13114.65,13397.4,14175.97,13562.67
P0005,2025-07-02,11379.42,12614.24,13847.11,12613.59
P0005,2025-07-09,11553.45,11680.88,13459.21,12231.18
P0005,2025-07-16,13783.16,13458.7,13017.68,13419.85
P0005,2025-07-23,12256.02,11641.92,12541.35,12146.43
P0005,2025-07-30,12996.87,12584.5,14210.32,13263.9
P0005,2025-08-06,12737.18,13080.97,11816.76,12544.97
P0005,2025-08-13,12072.16,13990.34,14329.67,13464.06
P0005,2025-08-20,12158.72,12996.67,14043.55,13066.31
P0005,2025-08-27,11591.8,11571.75,13788.68,12317.41
P0005,2025-09-03,11809.09,13770.67,13966.14,13181.97
P0005,2025-09-10,13497.59,11803.93,12822.03,12707.85
P0005,2025-09-17,12952.27,13158.39,13654.35,13255.0
P0005,2025-09-24,13835.71,11786.41,12864.89,12829.0
P0005,2025-10-01,12197.19,12242.67,13825.35,12755.07
P0005,2025-10-08,11502.37,12475.68,14148.97,12709.01
P0005,2025-10-15,11679.36,12877.12,14101.65,12886.04
P0005,2025-10-22,13481.0,12500.94,12606.78,12862.91
P0005,2025-10-29,13795.1,14081.4,13423.42,13766.64
P0005,2025-11-05,13269.2,12785.75,13233.83,13096.26
P0005,2025-11-12,13145.87,12014.91,13315.11,12825.3
P0005,2025-11-19,12135.23,14078.43,13679.58,13297.75
P0005,2025-11-26,13035.39,12084.57,13931.85,13017.27
P0005,2025-12-03,13554.1,13534.92,13941.32,13676.78
P0005,2025-12-10,12444.11,11693.16,12210.25,12115.84
P0005,2025-12-17,12124.96,12821.95,13423.93,12790.28
P0005,2025-12-24,12381.01,13647.49,14338.18,13455.56
P0005,2025-12-31,12036.16,13508.63,11961.59,12502.13
P0006,2025-01-01,9010.4,9291.25,9368.25,9223.3
P0006,2025-01-08,9531.8,8822.47,9910.43,9421.57
P0006,2025-01-15,8242.32,9729.76,9786.23,9252.77
P0006,2025-01-22,9655.21,8718.18,9039.59,9137.66
P0006,2025-01-29,8998.67,8475.95,8925.25,8799.96
P0006,2025-02-05,9692.5,8667.27,10089.3,9483.02
P0006,2025-02-12,8218.0,9278.47,9892.94,9129.8
P0006,2025-02-19,9041.49,8373.64,8424.25,8613.13
P0006,2025-02-26,8501.09,8992.43,9002.28,8831.93
P0006,2025-03-05,9020.14,9650.93,9863.05,9511.37
P0006,2025-03-12,8384.13,9288.29,9539.35,9070.59
P0006,2025-03-19,9722.08,9276.08,8794.04,9264.07
P0006,2025-03-26,9627.68,9581.3,9872.44,9693.81
P0006,2025-04-02,9563.09,9328.34,9002.33,9297.92
P0006,2025-04-09,8206.74,8818.4,8426.48,8483.87
P0006,2025-04-16,8354.77,9900.05,10010.64,9421.82
P0006,2025-04-23,8401.32,8737.11,9796.03,8978.15
P0006,2025-04-30,8878.96,9798.46,9824.94,9500.79
P0006,2025-05-07,9668.27,9776.07,9054.44,9499.59
P0006,2025-05-14,9264.0,8677.04,8682.14,8874.39
P0006,2025-05-21,8478.06,9111.27,8977.99,8855.77
P0006,2025-05-28,9741.05,9429.61,8538.76,9236.47
P0006,2025-06-04,9236.0,8884.32,9569.33,9229.88
P0006,2025-06-11,8293.03,9840.67,9601.43,9245.04
P0006,2025-06-18,9656.3,9354.38,9505.65,9505.44
P0006,2025-06-25,8734.67,8531.56,9947.08,9071.1
P0006,2025-07-02,8198.61,8723.92,9427.67,8783.4
P0006,2025-07-09,8704.69,9961.94,9353.89,9340.17
P0006,2025-07-16,8560.64,9283.33,8935.61,8926.53
P0006,2025-07-23,8652.27,8712.29,8580.16,8648.24
P0006,2025-07-30,9381.6,9572.51,9258.32,9404.14
P0006,2025-08-06,9704.94,9504.11,8746.96,9318.67
P0006,2025-08-13,8543.01,9133.93,8481.46,8719.47
P0006,2025-08-20,8942.81,9402.89,8377.41,8907.7
P0006,2025-08-27,8867.35,9282.88,8759.54,8969.92
P0006,2025-09-03,8678.98,9259.48,9440.42,9126.29
P0006,2025-09-10,8990.96,8667.04,9411.66,9023.22
P0006,2025-09-17,8245.2,8595.59,9776.94,8872.58
P0006,2025-09-24,8288.64,8171.35,9345.42,8601.8
P0006,2025-10-01,9617.97,9949.09,8724.72,9430.59
P0006,2025-10-08,9341.1,9129.7,9018.55,9163.12
P0006,2025-10-15,9336.0,9202.67,9620.6,9386.42
P0006,2025-10-22,8048.78,8532.68,9157.26,8579.57
P0006,2025-10-29,8032.05,8294.22,8924.73,8417.0
P0006,2025-11-05,8676.54,9660.89,9786.67,9374.7
P0006,2025-11-12,8524.79,9604.25,9712.44,9280.49
P0006,2025-11-19,8931.23,9608.09,9684.78,9408.03
P0006,2025-11-26,9355.28,8554.44,9826.76,9245.49
P0006,2025-12-03,9149.26,8443.67,9858.98,9150.64
P0006,2025-12-10,9502.44,8933.17,9215.68,9217.1
P0006,2025-12-17,9237.92,9147.67,10008.07,9464.55
P0006,2025-12-24,8990.27,9893.19,9491.1,9458.19
P0006,2025-12-31,8865.26,8169.23,9659.52,8898.0
P0007,2025-01-01,12950.85,11519.1,12089.62,12186.52
P0007,2025-01-08,11805.2,12232.14,11873.69,11970.34
P0007,2025-01-15,11830.88,11926.8,12500.0,12085.89
P0007,2025-01-22,12674.41,11756.58,14178.31,12869.77
P0007,2025-01-29,12534.27,12550.92,12376.5,12487.23
P0007,2025-02-05,11761.32,12738.24,12397.97,12299.18
P0007,2025-02-12,12614.39,12086.19,13423.14,12707.91
P0007,2025-02-19,11593.99,13626.85,13007.56,12742.8
P0007,2025-02-26,13534.03,11441.68,13585.7,12853.8
P0007,2025-03-05,13452.16,12325.08,12649.16,12808.8
P0007,2025-03-12,13463.64,13631.99,13621.5,13572.38
P0007,2025-03-19,12578.11,11678.9,13515.02,12590.68
P0007,2025-03-26,12064.92,11550.22,12723.83,12112.99
P0007,2025-04-02,12664.97,12915.85,12147.53,12576.12
P0007,2025-04-09,12204.44,12118.65,13644.21,12655.77
P0007,2025-04-16,11256.69,13349.23,13108.99,12571.64
P0007,2025-04-23,12853.64,11881.25,12955.67,12563.52
P0007,2025-04-30,12558.36,12342.84,11973.7,12291.63
P0007,2025-05-07,13118.15,11706.75,12214.55,12346.48
P0007,2025-05-14,12216.11,13293.12,11932.14,12480.46
P0007,2025-05-21,12252.98,12539.56,12557.01,12449.85
P0007,2025-05-28,13540.08,12288.83,13901.68,13243.53
P0007,2025-06-04,11768.2,12852.18,11854.62,12158.33
P0007,2025-06-11,13263.71,12285.47,13874.05,13141.08
P0007,2025-06-18,12096.03,12559.88,12977.31,12544.41
P0007,2025-06-25,11221.19,13530.12,12879.95,12543.75
P0007,2025-07-02,12286.68,11863.02,12233.61,12127.77
P0007,2025-07-09,12719.93,11803.9,13040.84,12521.56
P0007,2025-07-16,11231.66,12423.75,12797.11,12150.84
P0007,2025-07-23,13387.1,11659.09,13555.17,12867.12
P0007,2025-07-30,11412.83,12532.06,12698.88,12214.59
P0007,2025-08-06,11562.87,12559.51,13733.61,12618.66
P0007,2025-08-13,13447.21,11778.9,12168.89,12465.0
P0007,2025-08-20,11610.98,12106.47,12432.46,12049.97
P0007,2025-08-27,12697.52,13932.62,12779.28,13136.47
P0007,2025-09-03,13606.72,11673.96,14089.8,13123.49
P0007,2025-09-10,11475.55,12470.57,13709.38,12551.83
P0007,2025-09-17,12871.5,12373.32,12512.92,12585.91
P0007,2025-09-24,11413.36,11841.25,12618.96,11957.86
P0007,2025-10-01,13173.39,11556.05,12444.7,12391.38
P0007,2025-10-08,13088.53,13304.61,13997.21,13463.45
P0007,2025-10-15,13342.22,13872.32,12290.96,13168.5
P0007,2025-10-22,13594.05,13900.8,14076.6,13857.15
P0007,2025-10-29,11641.45,13816.92,11898.32,12452.23
P0007,2025-11-05,11588.89,12566.97,12611.09,12255.65
P0007,2025-11-12,12241.33,11526.53,13808.91,12525.59
P0007,2025-11-19,12923.01,13912.52,12521.98,13119.17
P0007,2025-11-26,13567.77,13266.67,14145.55,13660.0
P0007,2025-12-03,13294.45,12510.51,12683.68,12829.55
P0007,2025-12-10,12350.0,13842.36,13993.33,13395.23
P0007,2025-12-17,12263.16,12918.15,13962.67,13047.99
P0007,2025-12-24,12199.48,12429.54,13380.2,12669.74
P0007,2025-12-31,12918.43,13726.86,12368.33,13004.54
P0008,2025-01-01,6259.22,6751.37,6899.54,6636.71
P0008,2025-01-08,6791.03,7056.15,6336.2,6727.79
P0008,2025-01-15,6318.9,7010.36,6149.22,6492.83
P0008,2025-01-22,5786.3,7169.55,6748.55,6568.13
P0008,2025-01-29,6804.8,7227.89,7126.62,7053.1
P0008,2025-02-05,6591.86,6315.58,6225.23,6377.56
P0008,2025-02-12,6021.16,6916.6,6279.2,6405.65
P0008,2025-02-19,5903.35,7094.79,6625.69,6541.28
P0008,2025-02-26,6785.47,6566.29,6868.42,6740.06
P0008,2025-03-05,5895.11,6704.15,6394.27,6331.18
P0008,2025-03-12,6070.67,7002.66,7078.93,6717.42
P0008,2025-03-19,6502.58,6145.69,7062.53,6570.27
P0008,2025-03-26,7067.66,6468.58,7121.41,6885.88
P0008,2025-04-02,6459.91,6674.38,6410.89,6515.06
P0008,2025-04-09,5790.24,6199.95,6598.25,6196.15
P0008,2025-04-16,6961.35,5996.6,7346.79,6768.25
P0008,2025-04-23,6113.27,6580.37,6101.59,6265.08
P0008,2025-04-30,6863.06,5975.27,6988.22,6608.85
P0008,2025-05-07,6663.89,6720.78,6397.88,6594.18
P0008,2025-05-14,6311.61,6731.45,6852.11,6631.72
P0008,2025-05-21,6956.7,6520.95,6362.5,6613.38
P0008,2025-05-28,6265.55,7016.53,7278.93,6853.67
P0008,2025-06-04,6036.67,6105.5,7081.61,6407.93
P0008,2025-06-11,5934.55,6057.01,6811.76,6267.77
P0008,2025-06-18,6308.88,6974.15,7196.3,6826.44
P0008,2025-06-25,6623.57,6610.01,6408.6,6547.39
P0008,2025-07-02,6947.66,6617.68,6612.6,6725.98
P0008,2025-07-09,6382.63,6466.54,6597.28,6482.15
P0008,2025-07-16,6702.22,6870.29,6841.85,6804.79
P0008,2025-07-23,6300.27,6944.98,6375.3,6540.18
P0008,2025-07-30,6195.49,7016.11,7014.74,6742.11
P0008,2025-08-06,5933.46,6460.75,6579.32,6324.51
P0008,2025-08-13,6509.78,6098.01,6779.9,6462.56
P0008,2025-08-20,6560.03,6122.3,6351.45,6344.59
P0008,2025-08-27,6929.37,6653.74,7349.85,6977.65
P0008,2025-09-03,6193.5,6180.4,7297.91,6557.27
P0008,2025-09-10,6726.67,6059.71,7253.27,6679.88
P0008,2025-09-17,7017.91,6858.05,6616.05,6830.67
P0008,2025-09-24,6264.46,6780.88,6518.45,6521.26
P0008,2025-10-01,6983.02,6426.38,7230.59,6880.0
P0008,2025-10-08,6884.87,6067.53,6061.1,6337.83
P0008,2025-10-15,6843.56,6494.5,6631.73,6656.6
P0008,2025-10-22,5964.67,6006.39,6514.26,6161.77
P0008,2025-10-29,6882.76,5945.69,6686.27,6504.91
P0008,2025-11-05,7012.78,6491.32,6842.86,6782.32
P0008,2025-11-12,7061.06,6427.48,6224.09,6570.88
P0008,2025-11-19,6930.21,6474.75,6335.91,6580.29
P0008,2025-11-26,6714.82,6553.61,6331.63,6533.35
P0008,2025-12-03,6834.21,7170.41,6075.83,6693.48
P0008,2025-12-10,6367.54,6875.03,7219.03,6820.53
P0008,2025-12-17,6002.59,6093.63,7090.39,6395.54
P0008,2025-12-24,7051.85,6766.01,6640.16,6819.34
P0008,2025-12-31,6360.71,7183.18,6417.78,6653.89
P0009,2025-01-01,13520.13,13966.65,13675.5,13720.76
P0009,2025-01-08,12213.72,13844.43,12739.47,12932.54
P0009,2025-01-15,12697.8,14438.01,12364.34,13166.72
P0009,2025-01-22,12131.5,13491.17,12763.21,12795.29
P0009,2025-01-29,13912.18,14603.03,12812.49,13775.9
P0009,2025-02-05,12481.68,14699.6,14574.63,13918.64
P0009,2025-02-12,12742.08,12523.51,12372.82,12546.14
P0009,2025-02-19,12546.09,12127.06,14424.5,13032.55
P0009,2025-02-26,13287.61,13836.53,12938.52,13354.22
P0009,2025-03-05,13763.46,12272.8,13410.36,13148.87
P0009,2025-03-12,12353.85,13625.3,13131.61,13036.92
P0009,2025-03-19,11833.28,12488.87,14677.34,12999.83
P0009,2025-03-26,13974.01,13119.94,14038.92,13710.96
P0009,2025-04-02,12169.72,12585.61,12786.11,12513.81
P0009,2025-04-09,14086.11,13813.19,13332.46,13743.92
P0009,2025-04-16,14286.72,14422.44,14047.65,14252.27
P0009,2025-04-23,13844.0,14675.97,13203.27,13907.75
P0009,2025-04-30,13519.72,14465.3,14374.76,14119.93
P0009,2025-05-07,14451.74,14042.75,13862.07,14118.85
P0009,2025-05-14,14097.19,13667.18,12885.39,13549.92
P0009,2025-05-21,13457.44,13380.13,12426.15,13087.91
P0009,2025-05-28,13961.26,14548.11,12596.94,13702.1
P0009,2025-06-04,11916.7,12260.74,12963.85,12380.43
P0009,2025-06-11,12580.48,14034.53,14308.08,13641.03
P0009,2025-06-18,13022.2,13543.43,12742.1,13102.58
